date,id,sales,sell_price,quarter_sin,quarter_cos,month_sin,month_cos,dayofmonth_sin,dayofmonth_cos,dayofyear_sin,dayofyear_cos,wday_sin,wday_cos,year,event_type_1_Cultural,event_type_1_National,event_type_1_Religious,event_type_1_Sporting,event_type_2_Cultural,event_type_2_Religious,event_name_1,event_name_2
2011-02-25,HOUSEHOLD_2_CA_2,169.0,6.0565342960288815,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,0.8199717629247771,0.5724039727378148,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-26,HOUSEHOLD_2_CA_2,305.0,6.031565836298933,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8296770135526189,0.5582437220268647,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-27,HOUSEHOLD_2_CA_2,297.0,6.031565836298933,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.8391377545563938,0.5439189543287247,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-28,HOUSEHOLD_2_CA_2,199.0,6.031565836298933,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.0,1.0,0.848351197812304,0.5294338912181852,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,HOUSEHOLD_2_CA_2,136.0,6.031565836298933,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.8573146280763322,0.5147928015098309,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-02,HOUSEHOLD_2_CA_2,165.0,6.031565836298933,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-03,HOUSEHOLD_2_CA_2,243.0,6.031565836298933,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.8744809578310397,0.4850598461951962,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,HOUSEHOLD_2_CA_2,231.0,6.031565836298933,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.8826787983255473,0.4699767430273202,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-05,HOUSEHOLD_2_CA_2,301.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.8906165093267404,0.4547551355561058,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-06,HOUSEHOLD_2_CA_2,328.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.8982917515547529,0.43939950965914154,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-07,HOUSEHOLD_2_CA_2,191.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,0.9057022630804714,0.42391439070986076,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-08,HOUSEHOLD_2_CA_2,204.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9128458599921356,0.40830434224389334,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-09,HOUSEHOLD_2_CA_2,184.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9197204370389466,0.3925739646141719,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2011-03-10,HOUSEHOLD_2_CA_2,181.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.9263239682514949,0.3767278936351853,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,HOUSEHOLD_2_CA_2,233.0,6.0223157894736845,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.9326545075388224,0.36077079921678346,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-12,HOUSEHOLD_2_CA_2,289.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.9387101892619443,0.3447073839879338,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-13,HOUSEHOLD_2_CA_2,258.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.9444892287836613,0.32854238191083485,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-14,HOUSEHOLD_2_CA_2,207.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,0.949989922994501,0.3122805568857947,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-15,HOUSEHOLD_2_CA_2,153.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9552106508146316,0.2959267013472893,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-16,HOUSEHOLD_2_CA_2,175.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9601498736716018,0.2794856348516095,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2011-03-17,HOUSEHOLD_2_CA_2,167.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.9648061359537646,0.26296220265651465,-0.7818314824680299,0.6234898018587334,-1.448585721481034,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011-03-18,HOUSEHOLD_2_CA_2,174.0,6.021045296167247,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.9691780654392536,0.2463612742933148,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-19,HOUSEHOLD_2_CA_2,306.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.9732643737003824,0.22968774213179574,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-20,HOUSEHOLD_2_CA_2,308.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.9770638564833508,0.21294651993841582,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2011-03-21,HOUSEHOLD_2_CA_2,169.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,0.9805753940631429,0.19614254142819698,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-22,HOUSEHOLD_2_CA_2,198.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9837979515735163,0.17928075881073577,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-23,HOUSEHOLD_2_CA_2,173.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9867305793119814,0.1623661413307638,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-24,HOUSEHOLD_2_CA_2,138.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.9893724130196829,0.14540367380369,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,HOUSEHOLD_2_CA_2,228.0,6.022439024390244,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0.9917226741361015,0.12839835514655099,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-26,HOUSEHOLD_2_CA_2,337.0,6.027835051546392,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.9937806700284985,0.11135519690480875,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-27,HOUSEHOLD_2_CA_2,316.0,6.027835051546392,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.9955457941960382,0.09427922177542453,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-28,HOUSEHOLD_2_CA_2,203.0,6.027835051546392,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0,1.0,0.9970175264485267,0.07717546212664653,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-29,HOUSEHOLD_2_CA_2,173.0,6.027835051546392,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.998195433059714,0.060048958514948375,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-30,HOUSEHOLD_2_CA_2,163.0,6.027835051546392,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9990791668951153,0.042904758199554596,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31,HOUSEHOLD_2_CA_2,155.0,6.027835051546392,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.999668467514313,0.025747913654988658,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,HOUSEHOLD_2_CA_2,187.0,6.027835051546392,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.9999631612477099,0.008583481082087055,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-02,HOUSEHOLD_2_CA_2,318.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.9999631612477099,-0.008583481082086933,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-03,HOUSEHOLD_2_CA_2,291.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.999668467514313,-0.025747913654988536,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-04,HOUSEHOLD_2_CA_2,217.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9990791668951153,-0.04290475819955447,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-05,HOUSEHOLD_2_CA_2,176.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.998195433059714,-0.06004895851494825,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-06,HOUSEHOLD_2_CA_2,180.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.9970175264485267,-0.0771754621266464,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-07,HOUSEHOLD_2_CA_2,152.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9955457941960382,-0.0942792217754244,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,HOUSEHOLD_2_CA_2,201.0,6.028133333333334,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.9937806700284985,-0.11135519690480884,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-09,HOUSEHOLD_2_CA_2,299.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.9917226741361015,-0.12839835514655107,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-10,HOUSEHOLD_2_CA_2,283.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.9893724130196829,-0.14540367380368988,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-11,HOUSEHOLD_2_CA_2,190.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9867305793119815,-0.16236614133076344,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-12,HOUSEHOLD_2_CA_2,166.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.9837979515735163,-0.17928075881073544,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-13,HOUSEHOLD_2_CA_2,164.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.980575394063143,-0.19614254142819687,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-14,HOUSEHOLD_2_CA_2,164.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9770638564833508,-0.21294651993841548,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-15,HOUSEHOLD_2_CA_2,187.0,6.021776315789474,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0.9732643737003825,-0.2296877421317954,-2.4492935982947064e-16,1.0,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-16,HOUSEHOLD_2_CA_2,294.0,6.011229773462783,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.9691780654392537,-0.2463612742933147,0.7818314824680298,0.6234898018587336,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-17,HOUSEHOLD_2_CA_2,277.0,6.011229773462783,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.9648061359537646,-0.26296220265651454,0.9749279121818236,-0.22252093395631434,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-18,HOUSEHOLD_2_CA_2,183.0,6.011229773462783,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9601498736716018,-0.2794856348516094,0.43388373911755823,-0.900968867902419,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-19,HOUSEHOLD_2_CA_2,153.0,6.011229773462783,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.9552106508146317,-0.2959267013472892,-0.433883739117558,-0.9009688679024191,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-20,HOUSEHOLD_2_CA_2,176.0,6.011229773462783,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.949989922994501,-0.3122805568857946,-0.9749279121818236,-0.2225209339563146,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-21,HOUSEHOLD_2_CA_2,147.0,6.011229773462783,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9444892287836613,-0.32854238191083474,-0.7818314824680299,0.6234898018587334,-1.448585721481034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
